LGA_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
LGA33360,22,31,67,81,95,40,20,0,0,351,821,1082,2562,2747,2844,1474,265,20,0,11829,14,14,56,58,111,128,93,30,0,509,9,45,238,321,247,116,7,0,0,986,96,255,818,963,960,531,66,0,0,3682,32,71,135,173,199,156,19,0,0,782,67,230,781,822,626,408,50,0,0,2991,16,46,95,137,141,77,14,0,0,533,529,356,465,437,493,254,47,0,0,2586,528,288,341,233,249,154,33,5,0,1832,54,121,370,471,659,451,84,4,0,2205,14,15,35,17,19,15,0,0,0,110,0,16,63,59,75,36,8,0,0,254,10,44,98,94,115,75,28,4,0,473,17,95,427,410,397,200,24,3,0,1575,31,70,168,186,227,129,19,0,0,838,15,78,245,290,328,206,33,3,0,1201,25,156,459,578,564,306,53,0,0,2146,61,195,451,482,517,334,42,0,0,2079,32,13,48,36,28,16,6,0,0,183
LGA33430,296,442,1011,1101,1134,739,242,61,22,5050,8166,12604,27160,27848,27925,18563,4421,339,50,127077,38,82,229,298,282,198,131,34,5,1293,4,41,482,558,439,247,49,8,0,1834,648,1107,2750,3363,3331,2141,588,67,4,14000,17,68,278,401,464,254,38,0,0,1516,985,2695,7488,7448,6476,3893,911,58,7,29955,154,422,1242,1598,1612,954,315,30,0,6321,3953,4714,6013,4951,5106,3469,1009,69,4,29292,5474,4201,5825,3843,3181,2056,594,60,4,25241,121,460,1723,2094,2607,2039,742,65,3,9840,196,449,970,915,939,472,100,7,0,4051,90,478,1573,1684,1551,983,308,41,8,6711,146,556,1378,1585,1733,1473,728,110,11,7717,251,1240,3691,4199,3330,2314,873,84,7,15978,244,915,2385,2590,2659,1937,527,57,3,11307,82,488,2099,3065,3054,1935,325,30,0,11075,421,1229,4092,5534,5281,3718,781,73,3,21125,527,2323,7125,7138,7892,5908,1366,94,11,32380,723,1198,1732,1526,1404,864,250,30,0,7721
LGA33610,5,5,13,9,23,11,6,4,0,76,129,181,462,463,504,380,101,26,0,2250,49,85,254,235,273,259,132,41,12,1342,0,0,13,12,10,3,0,0,0,37,11,15,31,31,38,27,6,0,0,167,0,3,9,11,18,7,0,0,0,52,21,41,78,69,70,55,16,3,0,350,0,15,30,35,29,17,5,0,0,132,67,53,69,88,95,77,26,3,0,480,63,37,59,39,33,44,3,0,0,280,0,14,28,27,57,59,21,3,0,202,3,3,0,8,6,3,0,0,0,22,0,4,25,19,9,5,0,0,0,64,0,0,9,4,8,6,3,0,0,35,4,14,41,35,35,27,3,0,0,159,3,4,16,24,27,14,6,3,0,96,0,4,35,37,42,38,5,0,0,168,15,23,78,111,106,69,8,0,0,401,10,35,79,78,121,103,14,3,0,449,3,0,0,5,0,5,3,0,0,24
LGA33620,24,10,46,52,76,44,26,9,0,287,609,588,1269,1719,2185,1607,363,39,3,8385,44,88,166,259,308,386,235,63,8,1551,0,12,78,108,105,52,11,0,0,369,83,146,293,311,371,269,35,8,4,1522,3,10,29,41,41,34,3,0,0,153,70,145,324,371,361,305,51,3,0,1625,27,34,73,74,118,66,22,0,0,409,324,216,332,350,405,273,69,6,0,1987,285,129,165,164,189,135,24,3,0,1099,12,25,117,114,238,211,62,7,0,785,14,12,25,27,31,20,12,0,0,135,11,11,34,30,46,30,12,0,0,176,19,19,36,43,69,68,28,0,0,275,7,40,117,153,145,126,38,7,0,633,26,30,78,122,168,124,16,0,0,561,15,38,132,214,258,218,24,0,0,901,17,46,208,344,519,355,47,7,0,1551,47,122,260,380,592,526,86,5,0,2019,17,12,27,37,36,16,10,0,0,153
LGA33800,9,5,9,3,20,15,10,9,0,69,148,114,270,374,569,412,119,27,3,2037,10,19,84,120,163,182,124,53,12,769,0,4,9,19,24,14,4,0,0,80,28,57,81,86,145,147,18,0,0,566,0,0,8,7,12,13,0,0,0,40,12,26,47,37,42,55,18,4,0,243,4,7,7,7,27,14,3,0,0,68,67,32,63,66,92,73,24,8,0,413,84,21,24,27,57,27,10,3,0,265,0,3,11,25,35,32,15,4,0,126,5,0,3,8,3,0,0,0,0,20,9,12,15,17,20,10,0,0,0,78,0,0,5,7,4,0,13,4,0,32,9,12,26,27,35,16,15,0,0,155,4,4,17,20,33,25,13,0,0,112,7,7,46,62,77,53,10,0,0,271,5,15,58,93,118,101,22,0,0,407,10,28,60,94,169,123,29,0,0,517,7,3,3,11,4,3,3,0,0,29
LGA33830,0,0,0,0,0,0,0,0,0,3,4,13,30,16,17,8,3,0,0,96,0,0,0,0,0,0,0,0,0,3,0,3,5,12,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,11,0,3,21,18,20,12,0,0,0,75,0,5,9,0,0,3,0,0,0,19,0,0,3,6,3,0,0,0,0,21,0,0,0,0,4,0,0,0,0,4
LGA33960,79,135,264,305,270,158,43,9,3,1264,2740,4251,9788,9010,8415,4766,755,49,5,39773,24,86,154,137,144,81,45,29,4,697,0,37,210,210,190,90,5,0,3,754,252,773,1994,2078,2060,1104,159,5,0,8425,20,56,265,296,261,154,13,0,0,1060,333,870,2047,1619,1332,717,125,8,0,7049,70,216,726,720,614,313,47,9,0,2714,1273,1583,2139,1602,1313,789,136,13,4,8839,1715,929,820,507,407,225,50,4,0,4655,95,358,1194,1276,1370,945,212,14,0,5464,106,117,231,176,161,87,9,3,0,884,33,166,760,570,365,181,13,0,0,2099,43,145,375,313,276,177,49,7,3,1384,82,335,1078,934,728,446,91,9,0,3697,114,300,703,651,601,421,67,3,0,2862,77,517,2169,1988,1796,968,131,5,0,7647,145,453,1465,1688,1738,1136,207,11,0,6846,239,1041,2660,2575,2574,1694,287,16,0,11091,90,112,183,174,151,87,23,4,0,826
LGA33980,4,7,28,18,26,11,5,0,0,109,234,388,1105,968,793,398,82,17,0,3977,41,94,162,190,213,212,98,27,8,1041,59,256,1161,1122,786,351,27,0,0,3757,16,14,97,76,61,28,3,0,0,297,0,14,23,20,29,14,3,0,0,109,17,38,97,97,59,38,6,0,0,346,3,13,42,37,29,6,0,0,0,130,91,55,112,97,95,52,12,3,0,510,124,71,144,131,107,68,4,3,0,650,13,20,55,94,115,96,11,0,0,401,0,4,3,5,3,3,0,0,0,19,0,0,7,8,4,3,0,0,0,30,4,6,34,25,17,11,4,0,0,102,3,13,58,38,17,7,4,0,0,143,11,50,95,78,71,51,5,0,0,355,10,31,80,96,103,74,15,0,0,406,8,65,216,204,101,42,17,0,0,657,27,32,101,84,84,48,7,0,0,386,9,4,21,13,15,3,0,0,0,55
LGA34420,0,0,0,0,0,0,0,0,0,0,4,16,26,28,30,18,0,0,0,113,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,3,17,25,26,13,3,0,0,91,5,14,20,6,9,3,0,0,0,51,0,0,4,10,4,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0
LGA34530,12,21,23,53,47,39,12,0,0,214,579,567,1186,1606,1930,1345,228,33,5,7475,25,39,71,98,120,152,93,23,0,627,3,69,273,397,441,250,21,5,0,1463,46,54,85,103,145,114,22,0,0,571,4,12,52,85,99,42,10,0,0,309,77,149,314,315,350,240,41,9,0,1499,11,33,55,97,77,79,10,0,0,361,305,169,222,260,283,223,35,4,0,1500,317,166,141,153,180,123,26,0,0,1125,8,30,81,116,182,146,39,8,0,613,3,10,14,19,10,22,3,0,0,92,6,6,41,52,58,30,12,0,0,203,8,24,40,41,56,58,15,4,0,252,19,43,79,131,139,120,23,3,0,552,19,22,90,115,130,80,17,5,0,478,15,42,168,212,306,220,16,3,0,986,30,57,239,426,497,371,59,4,0,1675,39,118,255,367,502,398,76,9,0,1757,20,13,29,20,48,37,6,0,0,170
LGA34570,0,0,0,0,0,0,3,0,0,5,4,10,25,16,16,15,5,0,0,86,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,4,16,10,5,0,0,50,4,3,21,3,6,3,0,0,0,41,3,0,4,6,3,7,0,0,0,26,0,0,0,0,0,3,0,0,0,3
LGA34580,16,16,57,50,51,40,15,7,0,255,542,767,1393,1474,1806,1179,256,27,0,7456,107,271,593,324,366,313,158,50,3,2177,0,6,50,62,63,25,8,0,0,211,59,98,193,240,303,190,32,0,0,1114,3,14,36,65,63,41,3,0,0,218,77,140,292,284,289,190,37,3,0,1307,21,40,93,99,110,75,16,0,0,455,219,197,233,275,287,180,37,3,0,1428,347,129,119,96,101,76,16,0,0,879,25,57,143,228,312,262,66,8,0,1098,8,9,11,20,22,13,3,0,0,96,8,23,45,50,48,27,3,0,0,205,14,21,34,40,40,29,15,0,0,199,25,75,121,121,126,93,28,0,0,592,11,41,95,85,115,80,35,0,0,465,15,45,151,214,272,173,25,0,0,891,26,93,219,346,403,281,59,6,0,1441,33,114,233,315,458,336,54,3,0,1542,11,22,19,18,45,15,9,6,0,142
LGA34590,128,254,519,590,546,366,100,21,8,2530,4131,6113,13411,13787,13504,8729,1539,96,12,61309,52,84,211,237,295,184,60,7,0,1134,6,37,223,255,215,132,23,3,0,889,447,1157,2779,3077,3048,2002,307,21,3,12839,14,63,282,324,349,208,35,4,0,1270,676,1777,4132,3739,3106,1954,384,15,0,15780,142,397,1142,1374,1185,829,144,7,0,5225,2000,2267,2923,2519,2280,1536,327,19,3,13863,2455,1257,1238,841,696,430,88,4,0,7015,151,629,1865,2104,2616,1907,460,16,0,9757,70,168,361,308,248,175,21,4,0,1355,34,204,822,816,631,340,53,8,0,2917,72,226,553,499,485,361,105,10,0,2322,122,518,1482,1589,1190,714,200,15,4,5824,154,460,1126,1110,1051,757,170,9,0,4843,107,369,1485,1882,1722,1132,151,10,0,6859,227,635,1943,2484,2451,1800,335,19,0,9900,328,1297,3403,3471,3563,2590,497,18,0,15175,227,218,336,316,233,161,52,4,0,1554
LGA34710,7,0,3,5,4,12,6,0,0,41,74,89,185,185,215,173,51,6,0,980,6,16,37,43,58,74,28,12,4,280,0,0,9,6,3,0,0,0,0,14,14,5,3,7,4,6,0,0,0,45,0,0,8,0,4,3,0,0,0,16,8,14,34,18,19,23,0,0,0,129,0,4,8,14,11,5,0,0,0,39,37,21,23,21,36,43,5,0,0,184,33,11,19,15,11,18,9,3,0,123,3,3,9,10,16,20,10,0,0,72,0,4,3,4,8,3,3,0,0,25,0,3,9,10,7,4,0,0,0,35,0,0,5,3,3,3,0,0,0,19,3,4,9,3,14,14,4,0,0,57,9,5,11,14,14,11,4,0,0,60,4,14,42,49,49,30,7,0,0,198,0,14,34,43,57,32,8,0,0,183,6,25,51,43,57,53,9,0,0,251,8,4,4,3,16,9,5,0,0,47
LGA34770,46,66,136,161,201,114,42,21,6,794,1669,2152,5023,5233,5772,3621,645,81,14,24213,43,88,181,268,405,474,273,99,3,1844,63,355,1681,1805,1734,820,65,0,4,6516,194,325,665,701,794,631,104,13,3,3425,14,27,120,102,145,100,12,0,0,516,156,384,930,863,867,596,110,8,0,3922,73,169,453,440,481,312,34,3,0,1969,909,722,941,913,972,650,125,13,0,5252,935,449,577,486,462,303,86,3,0,3297,38,161,578,678,971,776,126,10,0,3343,26,48,70,55,48,33,4,0,0,289,16,51,169,166,182,92,15,3,0,701,43,67,171,185,211,141,38,7,3,863,65,205,615,509,436,257,69,6,0,2161,43,118,330,329,389,251,59,6,0,1532,39,141,512,497,668,396,54,5,0,2318,64,173,688,1040,1115,734,109,6,0,3933,127,457,1196,1128,1429,1123,173,11,0,5647,66,42,87,83,62,55,16,0,0,406
LGA34800,0,0,0,0,0,0,0,0,0,3,7,24,43,43,38,40,14,0,0,204,3,15,41,43,22,38,22,3,0,190,0,0,14,22,9,7,0,0,0,50,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,4,10,3,6,3,0,0,0,32,0,3,0,0,0,0,0,0,0,7,0,0,6,3,3,9,3,0,0,28,0,3,3,3,11,3,4,0,0,27,0,0,3,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,7,0,10,11,15,8,13,0,0,0,62,0,0,6,3,3,0,0,0,0,15,0,0,3,0,7,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,4,4,7,7,5,11,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,6,9,3,9,0,0,0,37,0,0,3,0,0,0,0,0,0,4,0,0,0,3,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0
