LGA_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
LGA35300,19,15,17,13,22,0,0,86,0,4,0,3,0,0,0,9,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,20,24,13,15,29,0,0,102,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,9,22,25,21,22,27,0,0,115,4,12,5,4,3,0,0,23,0,4,0,0,0,0,0,3,28,37,25,23,33,0,0,139,30,71,52,30,36,0,0,214,27,47,31,14,21,0,0,135,3,0,0,4,3,0,0,8,0,3,3,0,0,0,0,6,53,126,85,50,55,0,0,375,12,9,3,6,3,0,0,37,12,14,5,5,7,0,0,42,24,22,11,7,12,0,0,81,83,150,97,55,67,0,0,448,163,117,56,34,27,0,0,392,4,8,4,6,0,0,0,23,241,270,162,94,93,3,0,863,42,85,65,44,55,3,0,303
LGA35600,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,18,3,10,3,7,6,0,0,29,9,13,8,5,4,0,0,38,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,13,30,11,9,10,0,0,77,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,3,5,0,0,0,0,0,8,17,29,7,13,10,0,0,82,35,28,20,13,8,0,0,112,6,0,0,0,0,0,0,4,54,62,30,28,27,0,0,195,3,13,3,9,8,0,0,33
LGA35670,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,6,0,0,0,0,0,12,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,8,5,0,0,0,0,20,16,17,12,11,3,0,0,60,0,0,0,0,0,0,0,0,19,27,20,11,6,0,0,76,0,6,0,3,0,0,0,9
LGA35740,12,27,32,21,36,9,0,143,7,15,12,14,18,0,0,70,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,15,48,45,39,58,9,7,216,4,3,3,0,0,0,0,15,0,3,0,3,0,0,3,10,4,10,3,7,0,0,3,23,17,55,48,44,62,5,5,238,13,14,9,13,14,3,5,70,0,0,5,0,0,0,0,9,30,69,61,58,78,8,12,314,9,79,89,80,111,12,3,379,83,241,189,101,127,17,7,778,4,5,4,4,0,0,0,11,0,3,3,0,5,0,0,9,103,328,281,183,242,30,7,1182,4,12,10,6,10,3,0,46,9,28,25,6,11,3,3,89,19,42,38,15,20,3,4,135,117,366,318,201,268,35,14,1321,143,173,106,58,72,7,10,567,0,0,0,0,0,0,0,9,262,542,426,263,341,43,21,1893,21,102,124,103,149,20,6,525
LGA35760,0,0,3,0,5,0,0,10,3,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,5,0,0,16,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,6,5,0,6,0,0,23,0,16,4,3,8,0,0,29,3,3,0,0,0,0,0,6,8,22,20,0,11,0,0,61,0,22,14,3,9,0,0,51,19,28,21,18,19,0,0,104,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,10,26,46,40,23,28,3,0,164,0,6,4,4,3,0,0,17,0,3,0,0,0,0,0,4,4,9,3,4,3,0,0,21,31,56,45,28,33,3,0,185,56,45,26,15,9,0,0,157,0,0,0,0,0,0,0,0,84,100,69,48,42,3,0,341,5,22,18,3,11,0,0,61
LGA35780,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,0,4,0,0,15,0,0,0,0,0,0,0,0,10,3,0,3,3,0,0,21,15,22,15,8,7,0,0,63,9,15,5,6,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,26,34,20,12,8,0,0,104,12,13,4,4,0,0,0,34,5,3,3,0,0,0,0,12,13,17,9,3,0,0,0,43,39,57,22,15,10,0,0,152,65,50,26,15,17,0,0,173,0,0,0,0,0,0,0,0,107,110,54,34,26,0,0,325,15,20,15,7,10,0,0,65
LGA35790,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,8,3,0,0,0,0,10,9,6,5,4,0,0,0,32,0,0,0,0,0,0,0,0,16,15,10,4,0,0,0,39,9,10,3,3,0,0,0,21,3,12,6,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,22,10,6,5,0,0,53,3,0,0,0,0,0,0,4,3,7,3,3,0,0,0,17,7,9,3,3,0,0,0,23,19,28,21,5,5,0,0,71,82,58,30,12,7,0,0,193,0,0,0,0,0,0,0,0,100,82,49,19,10,0,0,263,5,8,7,3,0,0,0,26
LGA35800,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,8,7,13,5,5,3,0,0,33,3,3,3,0,0,0,0,11,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,17,11,3,4,0,0,53,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,10,15,23,11,7,4,0,0,55,27,16,9,5,6,0,0,65,0,0,0,0,0,0,0,0,48,36,16,15,6,0,0,123,7,13,10,5,3,0,0,32
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,15,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,6,0,0,0,0,0,11,16,17,12,4,0,0,0,44,0,0,0,0,0,0,0,0,22,24,18,4,0,0,0,59,0,0,0,0,0,0,0,4
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,8,0,0,0,0,0,7,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,14,6,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,12,16,5,0,3,0,0,30,3,8,0,0,0,0,0,7
LGA36250,57,122,91,68,118,45,18,517,10,27,24,28,23,3,6,125,0,0,4,0,0,0,0,5,3,6,3,0,8,0,0,20,69,156,119,104,147,52,20,664,3,0,5,4,9,4,3,28,0,3,0,0,0,0,0,5,5,3,6,4,8,4,3,37,70,164,128,105,153,56,24,701,25,56,35,29,31,3,3,177,0,0,3,3,0,0,0,3,97,224,160,137,185,57,27,889,135,349,305,244,368,128,59,1591,246,464,365,223,296,86,30,1708,32,21,19,9,8,0,0,92,5,28,11,5,12,4,0,63,419,864,699,487,682,221,89,3454,14,44,39,20,21,6,4,141,51,87,36,30,26,7,3,243,72,129,72,45,52,12,3,384,491,990,776,529,738,229,92,3841,530,517,279,154,164,35,10,1697,8,6,7,0,0,0,0,22,1034,1522,1059,684,903,260,107,5557,193,469,395,314,484,171,75,2111
LGA36300,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,11,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,6,5,8,0,0,3,0,0,19,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,6,0,0,3,0,0,20,0,3,3,3,0,0,0,15
LGA36370,34,59,53,30,56,9,3,242,10,9,8,16,10,0,0,54,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,4,46,69,63,50,70,9,3,312,12,16,14,12,6,0,0,63,0,5,4,4,0,0,0,18,15,23,19,14,6,0,0,76,58,89,85,62,77,9,3,384,21,41,26,19,23,3,0,142,3,0,0,0,0,0,0,3,84,132,113,83,102,10,3,534,82,203,171,117,173,35,18,797,185,339,203,139,166,20,4,1066,27,18,10,8,9,0,0,71,4,6,4,3,7,3,0,29,298,566,394,266,353,60,24,1960,36,97,50,30,30,0,0,249,56,87,45,20,20,4,0,231,91,186,101,49,54,3,0,480,392,748,493,316,406,62,24,2439,682,558,256,143,141,12,3,1805,7,7,6,5,3,0,0,25,1085,1312,756,462,552,77,24,4274,118,260,229,148,235,46,19,1038
LGA36510,19,28,28,16,23,0,4,119,5,8,4,13,13,0,0,45,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,18,38,34,23,40,7,4,166,0,3,0,7,0,0,0,11,0,0,0,0,3,0,0,6,0,5,0,7,3,0,0,18,19,45,34,29,41,8,4,183,14,26,3,10,5,0,3,60,0,3,0,0,0,0,0,8,29,74,43,41,50,4,8,250,33,70,53,35,61,12,4,273,66,136,101,64,72,20,3,451,3,7,3,3,3,0,0,23,0,3,4,3,0,0,0,15,98,214,165,103,138,32,7,756,12,18,14,4,7,0,0,65,16,23,10,10,9,0,0,63,31,40,21,14,18,0,0,128,126,254,187,122,156,35,7,884,203,218,113,61,69,8,0,677,3,3,3,3,3,0,0,13,337,474,302,184,224,41,13,1578,45,98,86,48,87,18,6,392
LGA36580,10,12,15,16,19,4,0,69,7,6,12,3,3,0,0,36,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,17,15,30,26,22,8,0,111,3,10,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,11,16,26,33,26,23,8,0,125,18,24,12,9,3,0,0,70,0,0,0,0,0,0,0,0,35,48,44,32,31,8,0,198,8,27,39,25,36,11,3,154,33,78,51,29,34,7,0,227,6,0,4,0,3,0,0,21,0,3,0,0,3,0,0,11,51,112,97,60,72,15,3,405,9,25,15,5,7,0,0,62,12,15,3,8,7,0,0,53,23,43,19,17,14,0,0,116,78,151,116,73,82,19,5,522,220,187,112,60,53,5,0,630,0,0,3,0,3,0,0,8,295,334,231,136,140,22,5,1162,21,40,55,45,52,11,6,224
LGA36630,10,16,20,15,20,0,0,80,4,8,10,8,3,0,0,25,0,0,0,0,3,0,0,9,5,3,0,0,0,0,0,8,12,30,28,21,30,3,0,127,3,9,10,0,3,0,0,23,0,0,0,3,0,0,0,8,3,9,7,0,4,0,0,23,13,38,40,27,34,3,0,149,9,21,12,10,14,0,0,75,3,3,6,3,0,0,0,18,30,68,54,39,51,3,0,246,36,55,42,26,38,3,0,205,82,126,84,50,46,3,0,398,0,5,0,4,4,0,0,9,0,0,0,0,0,0,0,9,117,183,134,81,91,3,0,618,7,13,8,3,10,0,0,45,10,33,16,5,7,0,0,79,23,45,23,11,16,0,0,124,137,235,161,92,109,3,0,740,225,227,117,71,61,7,4,708,14,3,3,0,3,0,0,23,385,466,279,162,173,6,4,1473,46,74,64,44,64,3,0,286
