LGA_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
LGA35760,..,0,11,0,3,6,0,0,0,0,18,..,0,14,3,3,0,0,3,0,0,22,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,14,3,3,0,0,3,0,3,24,..,0,0,0,0,0,0,0,0,0,0,..,0,17,3,3,4,0,3,0,5,47,0,3,0,0,4,4,0,0,0,0,16,0,0,5,3,0,0,0,15,6,17,42,0,0,0,0,0,0,0,13,4,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,28,12,22,71,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,4,0,30,12,22,81,4,3,8,3,0,3,0,3,4,6,31,5,0,15,3,12,10,25,35,19,22,139,0,0,0,0,0,0,3,24,10,8,61,0,0,0,0,0,0,0,0,0,3,3,5,0
LGA35780,..,0,4,0,0,0,0,0,0,3,3,..,0,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,4,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,..,0,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,..,188,755,202,208,165,81,102,52,66,1814,..,18,145,43,47,42,56,38,17,21,434,..,0,4,0,3,0,8,11,13,7,40,..,0,0,0,0,0,0,0,0,0,7,..,18,150,49,49,48,58,47,23,25,474,..,0,0,0,0,0,0,0,0,3,3,..,210,910,250,261,212,138,152,75,96,2294,297,820,767,106,77,53,55,36,29,54,2303,36,141,198,31,38,27,31,36,25,18,592,0,0,0,0,0,0,4,3,3,3,24,0,0,0,0,0,0,0,0,0,0,5,41,147,201,34,43,27,33,44,29,22,619,0,0,0,0,0,0,0,0,0,3,3,339,961,968,140,118,81,89,71,62,82,2922,728,379,476,97,96,69,55,51,22,64,2047,127,110,338,61,61,77,55,49,33,20,933,0,3,10,4,6,7,4,9,3,0,41,0,0,3,0,0,0,0,0,0,0,5,130,114
LGA36300,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,..,23,106,28,32,20,19,19,13,13,283,..,10,175,37,37,50,28,28,14,20,399,..,0,0,0,4,5,6,18,18,9,56,..,0,0,0,0,0,5,0,0,0,5,..,10,175,37,40,60,37,45,32,29,457,..,0,0,0,0,0,0,0,0,0,3,..,32,280,65,78,84,53,66,44,43,743,35,96,89,16,13,9,8,11,14,12,309,4,46,178,11,21,27,23,40,18,13,392,0,0,4,3,14,6,4,0,5,5,32,0,0,0,0,0,0,0,0,0,0,0,4,46,183,14,34,32,28,44,21,18,426,0,0,0,0,0,0,0,0,0,0,0,48,139,272,36,49,45,34,55,33,29,736,140,49,97,25,27,18,13,20,3,8,404,30,59,289,53,84,85,61,62,30,15,780,0,6,54,11,41,11,3,11,6,7,160,0,0,0,0,0,0,0,0,0,0,4,32,68
LGA36510,..,31,95,21,5,28,6,10,3,15,217,..,0,16,3,0,3,5,0,0,0,30,..,0,0,0,0,0,0,0,5,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,16,3,0,3,9,3,3,0,40,..,0,0,0,0,0,0,3,0,0,3,..,28,109,24,8,35,17,14,4,15,259,31,87,47,10,0,6,9,4,5,3,209,4,5,14,5,0,3,5,0,6,5,48,0,0,0,0,0,0,0,3,8,8,20,0,0,0,0,0,0,0,0,0,0,0,4,3,14,5,5,3,5,7,17,11,70,0,0,0,0,0,0,0,0,0,0,0,38,95,63,14,3,6,15,5,16,14,279,73,50,63,13,4,5,9,10,5,13,239,12,6,45,3,6,11,8,17,6,0,122,0,6,9,0,0,0,0,7,11,8,46,0,0,0,0,0,0,0,0,0,0,3,12,18
LGA36580,..,11,19,6,12,6,3,3,0,5,68,..,0,10,15,12,11,0,10,8,0,66,..,0,0,0,0,0,0,6,0,0,13,..,0,0,0,0,0,0,0,0,0,0,..,0,10,15,12,10,5,17,6,0,83,..,0,0,0,0,0,0,0,0,0,0,..,11,31,25,23,17,7,18,6,5,147,20,26,12,4,4,4,0,3,0,0,76,0,6,10,20,6,4,7,7,8,0,64,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,7,10,20,8,7,7,9,14,8,77,0,0,0,0,0,0,0,0,0,0,0,20,37,22,22,11,7,4,13,15,8,157,32,20,15,11,8,0,0,3,0,8,108,8,11,27,8,8,28,12,21,27,10,163,0,0,6,0,7,8,4,10,8,0,44,0,0,0,0,0,0,0,0,0,0,4,8,11
LGA36630,..,3,10,4,4,0,5,0,0,3,35,..,0,21,4,8,3,3,6,3,0,47,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,21,4,10,3,3,11,3,0,52,..,0,0,0,0,0,0,0,0,0,0,..,3,29,11,17,3,8,8,3,8,89,15,24,21,0,0,0,3,0,0,5,71,0,4,14,3,4,0,6,8,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,4,0,6,6,3,0,50,0,0,0,0,0,0,0,0,0,0,0,18,23,37,3,9,3,8,9,3,11,122,43,9,20,3,7,0,5,5,0,3,94,8,8,25,10,9,18,13,10,0,3,109,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,8
LGA36660,..,11,40,12,17,6,5,0,3,8,98,..,4,10,3,7,0,3,6,3,8,47,..,0,3,0,0,0,3,0,0,7,13,..,0,0,0,0,0,0,0,0,0,0,..,4,15,3,7,3,6,4,4,7,55,..,0,0,0,0,0,0,0,0,0,0,..,13,49,12,26,12,15,7,9,15,153,9,16,23,4,3,7,0,0,4,12,77,7,10,24,3,15,5,7,9,5,7,82,0,3,0,0,0,0,0,7,4,9,23,0,0,0,0,0,0,0,0,0,0,0,7,10,24,3,15,5,13,14,12,13,105,0,0,0,0,0,0,0,0,0,0,0,16,25,47,3,18,7,14,14,15,27,182,43,22,30,6,10,12,6,3,0,8,135,9,9,48,4,17,18,26,23,10,4,171,0,0,4,0,4,11,4,16,6,6,54,0,0,0,0,3,0,0,0,0,0,3,10,10
LGA36720,..,285,1224,287,302,276,255,232,120,105,3084,..,29,249,71,100,82,108,115,50,21,826,..,0,0,5,0,3,13,24,33,9,92,..,0,0,0,0,0,0,0,0,0,4,..,35,254,72,98,82,122,144,84,33,929,..,0,0,3,3,0,0,0,0,8,11,..,315,1473,357,404,363,378,369,208,147,4019,384,985,1138,130,147,124,99,123,74,79,3287,38,130,206,34,52,64,95,133,131,63,967,3,7,0,0,3,5,10,17,24,23,87,0,0,0,0,0,0,0,3,0,0,10,40,135,211,34,57,77,105,155,154,94,1063,0,0,0,0,0,0,0,0,0,3,4,424,1125,1355,167,199,199,206,278,231,180,4358,1031,563,925,208,229,202,151,175,77,103,3661,131,123,734,121,166,204,239,202,96,54,2061,7,14,23,5,14,16,23,48,26,29,202,0,0,6,0,3,3,0,0,0,0,19,136,139
LGA36820,..,10,17,3,0,3,0,0,8,11,53,..,0,3,3,0,3,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,5,3,0,3,0,0,0,3,13,..,0,0,0,0,0,0,0,0,0,0,..,10,22,6,0,4,0,3,8,15,71,6,28,11,0,0,0,0,17,13,5,83,0,3,7,4,3,3,3,4,12,0,43,0,0,0,0,0,0,0,3,3,3,13,0,0,0,0,0,0,0,0,0,0,3,3,3,7,4,3,3,3,7,16,7,52,0,0,0,0,0,0,0,0,0,0,0,12,28,16,4,8,0,3,21,30,14,140,38,21,29,3,4,0,3,8,9,4,117,7,5,25,8,11,9,11,15,7,7,106,0,0,0,0,3,0,0,5,0,3,12,0,0,0,0,3,0,0,0,0,0,8,7,5
LGA36910,..,88,261,59,66,62,51,50,10,26,683,..,43,268,69,88,140,124,118,49,26,930,..,0,0,0,3,19,39,51,55,20,187,..,0,3,0,0,0,0,3,0,0,3,..,46,272,69,92,162,170,172,103,38,1126,..,0,0,0,0,0,0,0,0,0,0,..,129,534,133,157,224,219,220,115,70,1807,106,237,188,29,28,36,25,33,29,21,734,23,149,292,75,115,155,110,157,140,51,1265,0,0,10,8,9,6,12,27,34,7,117,0,3,3,0,0,0,0,0,0,0,4,23,152,303,83,123,163,127,181,176,57,1389,0,0,0,0,0,0,0,0,0,0,0,131,390,495,110,149,200,154,210,203,85,2123,340,150,192,46,51,39,42,28,18,24,938,73,163,650,110,148,217,183,200,110,34,1897,3,6,44,3,29,36,23,46,22,18,231,3,3,4,0,0,0,3,3,0,0,19,74,171
LGA36950,..,0,6,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,3,0,10,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,3,0,18,3,0,3,0,0,0,0,3,0,0,16,3,3,5,0,0,3,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LGA36960,..,0,0,0,0,0,0,0,0,0,0,..,0,3,3,4,0,0,0,0,3,14,..,0,0,0,0,0,0,0,0,4,4,..,0,0,0,0,0,0,0,0,0,0,..,0,3,3,4,0,0,0,0,5,17,..,0,0,0,0,0,0,0,0,0,3,..,0,3,4,4,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,11,0,0,0,0,0,0,4,0,0,0,4,0,0,5,0,0,0,5,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
LGA37010,..,119,373,103,117,87,83,71,44,48,1048,..,28,310,84,82,107,61,98,42,15,839,..,0,3,3,0,25,22,66,28,42,194,..,0,3,0,0,0,0,8,0,0,10,..,27,319,94,89,129,85,169,76,61,1039,..,0,0,0,0,0,0,0,0,3,10,..,151,695,198,202,217,168,240,119,112,2092,223,369,405,72,71,44,44,60,59,51,1403,62,198,434,82,79,92,130,125,84,47,1333,0,0,0,0,3,6,10,9,12,14,66,0,3,5,0,3,0,0,0,0,0,14,65,205,439,82,81,100,140,138,102,62,1415,0,3,0,0,0,0,0,0,0,10,11,286,574,849,158,152,142,186,200,162,122,2826,631,268,433,122,112,85,102,94,52,63,1955,181,168,581,141,137,165,168,143,77,35,1798,3,6,34,10,13,27,12,28,10,16,156,0,0,0,0,3,0,0,3,0,3,11,185,175
