LGA_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
LGA33220,6,31,23,41,50,60,24,0,242,47,63,72,58,63,33,4,0,339,344,718,975,1191,1609,1781,846,172,7636,127,322,375,481,640,626,281,62,2914,42,82,137,151,148,85,46,14,707,30,157,198,194,205,126,54,9,972,11,90,145,183,218,213,75,16,949,164,265,306,359,375,328,116,20,1934,111,170,237,220,245,196,55,8,1241,37,55,38,38,53,60,21,14,304,134,175,215,169,176,159,55,7,1087,8,0,3,0,13,17,14,5,61,23,41,54,56,56,45,45,5,330,638,590,720,673,813,902,607,215,5161,1729,2769,3494,3817,4644,4629,2244,556,23884,7,28,58,46,49,24,10,0,220,10,16,23,28,34,14,6,0,126,21,33,67,68,58,69,43,7,365,3,14,18,14,12,10,0,0,66,18,41,63,58,37,25,8,0,248,140,421,504,700,807,549,236,59,3414,90,336,547,591,502,391,145,23,2628,337,679
LGA33360,3,35,61,31,39,19,5,0,184,21,55,48,22,21,3,4,0,180,587,1556,1631,1687,1202,576,210,31,7481,123,360,400,354,339,195,62,17,1847,22,55,66,74,40,21,6,3,288,20,83,98,97,80,29,5,0,411,24,68,81,98,97,38,8,0,414,90,198,255,272,182,50,9,0,1052,60,83,82,66,64,32,11,0,394,7,22,13,17,19,6,6,0,94,62,82,106,88,57,20,10,3,418,12,3,6,6,3,10,9,0,41,16,34,66,51,32,16,0,0,213,381,419,460,531,393,193,124,40,2551,1424,3057,3369,3391,2560,1222,460,99,15569,4,56,68,41,27,11,4,0,207,6,26,36,11,10,4,0,0,87,61,135,87,71,28,10,3,0,398,3,23,11,16,7,0,0,0,62,19,49,48,33,17,4,0,0,172,82,321,316,340,255,119,32,16,1476,98,370,420,366,221,111,41,14,1630,385,815
LGA33430,288,428,418,418,355,338,139,31,2431,510,1102,1156,661,387,137,21,0,3968,1885,5431,5885,6535,5816,5119,2542,700,33916,1200,3963,4084,3782,3087,2200,1078,280,19672,210,544,772,637,405,287,112,27,2984,524,1575,1544,1379,1017,579,285,96,7005,108,652,861,813,934,657,232,65,4317,1771,4263,4393,3841,2762,2154,796,204,20180,1206,1943,1895,1616,1303,917,342,62,9276,824,1113,829,477,350,269,99,24,3990,789,1520,1525,1290,764,554,224,46,6713,79,31,34,41,46,44,32,20,335,114,258,346,355,267,204,106,43,1698,3292,3720,3379,3230,2844,2538,1678,976,21660,12802,26544,27111,25077,20324,15998,7696,2578,138134,378,630,506,399,305,155,42,18,2436,85,251,369,236,144,59,11,0,1158,124,403,432,374,321,240,183,91,2161,138,419,337,262,144,78,30,3,1419,105,254,250,146,110,47,8,4,917,1628,4501,4124,3903,3400,1843,774,240,20414,563,2591,3258,2983,2571,1633,578,182,14357,3277,7507
LGA33610,0,3,10,0,0,0,0,0,15,0,0,6,7,0,0,0,0,13,55,137,109,117,92,58,17,9,593,14,42,33,30,41,14,20,0,191,21,54,71,80,43,25,12,0,310,0,7,7,19,12,4,3,0,57,3,14,11,6,6,8,0,0,55,16,43,38,32,23,11,3,0,165,7,12,9,9,10,11,4,0,54,0,0,0,3,6,0,0,0,12,9,17,12,11,7,9,0,0,62,0,0,0,0,0,3,0,0,8,0,3,5,11,3,0,0,0,23,70,81,74,89,95,81,52,22,567,191,418,381,403,347,227,109,30,2108,0,8,3,6,3,0,0,0,16,0,0,0,0,0,0,0,0,5,7,7,9,0,4,0,0,0,33,3,0,0,0,0,0,0,0,4,12,19,31,12,0,3,3,0,81,22,70,67,73,67,36,20,3,361,16,60,73,64,46,29,13,3,315,40,107
LGA33620,3,9,17,22,37,33,10,0,125,18,30,26,15,25,14,0,0,125,237,448,544,674,777,708,279,50,3730,74,185,219,265,346,275,105,9,1480,26,66,117,126,119,70,28,0,537,13,35,56,81,81,55,16,4,338,9,34,74,99,129,102,22,3,465,89,101,121,132,161,114,38,4,754,43,62,82,97,104,80,26,8,492,32,19,11,17,21,28,3,0,135,52,98,72,95,70,55,22,6,463,4,3,0,3,7,11,7,0,32,15,19,20,29,30,28,12,0,146,265,241,233,368,408,440,276,101,2334,870,1335,1593,2014,2307,2011,834,198,11172,0,13,25,38,28,8,5,0,124,5,5,11,11,10,6,0,0,57,7,10,26,35,26,26,7,6,146,5,10,12,18,6,3,0,0,53,33,54,66,47,31,17,3,0,252,70,146,208,349,384,249,98,20,1528,34,170,251,314,317,199,58,15,1348,188,368
LGA33800,0,3,6,4,3,5,0,0,19,7,0,9,3,0,0,0,0,22,82,172,163,196,231,172,91,21,1120,20,37,23,40,85,46,29,5,277,4,8,17,25,13,16,7,0,85,4,11,15,20,15,4,3,3,80,4,3,22,18,25,15,8,0,99,11,17,14,10,29,15,4,0,108,0,3,16,11,9,11,4,0,54,3,3,0,4,5,3,0,0,23,15,7,13,24,21,13,3,4,105,0,0,0,0,0,0,4,0,4,0,4,3,5,3,4,3,0,22,76,35,50,84,94,102,67,26,542,221,314,341,453,542,402,225,65,2557,7,10,11,8,5,3,0,0,45,0,3,0,0,4,4,0,0,13,3,3,4,6,3,5,0,0,27,0,0,0,0,0,0,0,0,4,3,13,9,3,0,0,0,0,31,14,35,42,49,67,27,11,4,259,8,36,50,64,65,34,18,3,281,41,64
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,20,7,7,0,0,0,45,4,3,12,3,5,0,0,0,25,3,7,7,3,3,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,0,7,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,4,7,7,4,0,0,55,50,38,49,27,14,9,5,0,182,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,3,0,0,13,0,11,3,0,4,0,0,0,20,10,15
LGA33960,39,149,161,149,87,57,14,3,665,215,470,439,210,85,18,4,0,1453,945,2856,2559,2570,2140,1339,665,159,13234,417,1051,792,678,586,444,180,43,4186,97,194,192,180,111,53,9,3,842,97,311,347,310,207,123,55,17,1478,49,236,259,267,261,166,66,14,1319,655,1255,1313,1033,610,242,78,17,5204,401,676,666,442,382,183,41,15,2807,167,252,138,92,67,41,8,5,773,249,394,390,224,148,98,23,11,1544,49,18,9,7,14,13,14,7,136,50,138,167,147,99,52,22,7,685,1343,1352,1176,1108,867,612,390,130,6977,4777,9362,8620,7428,5678,3435,1576,419,41300,48,233,216,100,53,24,3,3,683,42,129,111,64,34,6,0,0,391,86,216,202,178,115,59,39,14,906,28,102,50,36,9,4,3,0,229,47,101,97,52,32,11,3,0,340,518,1314,1170,1032,827,447,175,48,5528,234,998,1022,868,658,316,105,28,4225,1200,2838
LGA33980,3,19,21,17,10,0,0,0,71,5,17,9,3,3,0,0,0,41,212,769,654,434,280,63,8,5,2428,20,93,74,59,55,36,3,0,338,19,34,36,29,23,7,0,0,152,5,22,27,33,21,8,0,0,111,4,47,33,13,15,4,0,0,119,12,66,73,48,28,15,0,0,237,11,16,20,7,8,0,0,0,70,0,4,5,0,0,0,0,0,11,12,52,51,36,24,8,0,0,182,0,0,0,0,3,0,0,0,7,6,8,16,9,3,3,0,0,51,229,530,408,330,245,83,23,8,1856,545,1674,1433,1023,716,234,40,9,5667,6,29,23,11,3,0,0,0,74,0,12,4,9,0,0,0,0,22,30,71,24,17,6,0,3,0,154,3,9,4,3,0,0,0,0,25,22,42,35,12,5,3,0,0,114,27,126,65,72,50,16,4,3,361,54,161,135,78,35,9,4,0,486,92,333
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,16,0,3,4,8,7,0,0,0,26,0,6,0,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,7,3,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,4,6,4,0,0,0,42,20,33,18,19,20,3,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,9,3,0,3,0,0,0,21,0,3
LGA34530,3,13,28,27,42,24,8,0,148,15,18,18,15,24,6,0,0,93,189,459,594,696,642,446,185,51,3267,81,204,197,220,256,152,55,13,1177,9,55,60,77,57,37,13,7,309,20,39,64,67,73,50,19,9,334,3,45,56,82,93,57,18,3,364,36,67,122,145,122,71,21,3,585,47,41,57,58,65,32,13,3,309,4,15,16,14,14,7,3,0,72,28,59,54,69,44,33,11,0,302,4,0,0,3,5,6,0,0,14,3,9,13,22,20,18,9,0,93,326,392,443,401,341,246,137,69,2354,761,1404,1726,1905,1791,1190,497,163,9436,4,25,28,33,22,13,0,0,128,3,4,20,14,9,3,0,0,51,11,28,28,15,22,18,15,0,144,6,13,10,15,3,0,0,0,42,3,29,39,22,17,4,3,3,122,59,182,185,290,263,143,72,21,1211,30,148,251,268,245,118,39,12,1108,110,304
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,0,17,0,0,7,0,0,0,0,0,6,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,11,8,7,7,0,0,67,26,23,26,23,12,4,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,3,3,0,0,0,12,0,3
