LGA_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,14,0,12,6,0,0,6,10,0,45,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,10,22,10,11,4,0,0,12,17,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,7,0,0,4,0,0,0,0,0,14,24,6,46,3,0,0,21,27,0,124,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,8,0,16,48,15,50,9,9,4,21,36,3,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33220,0,7,0,0,0,0,0,0,0,7,5,57,0,0,0,3,0,0,0,72,55,161,3,5,11,3,0,3,0,237,0,11,0,0,0,0,0,0,0,11,16,87,12,20,10,0,3,0,0,145,14,23,0,6,4,3,0,0,0,45,176,796,60,93,59,30,13,19,17,1261,0,0,3,0,0,0,0,5,0,9,88,113,82,79,25,25,16,26,3,458,153,152,136,189,54,37,54,51,16,839,638,191,2780,450,173,310,647,744,63,6001,13,16,31,28,16,47,30,62,0,243,35,26,36,58,14,29,47,70,0,322,4,26,17,8,10,5,12,14,0,98,43,24,83,32,7,25,67,86,44,415,1247,1683,3236,970,378,530,889,1090,151,10169,0,7,0,0,0,0,0,0,0,13,0,36,0,0,0,0,0,0,0,35,40,239,3,13,17,3,0,0,3,313,3,17,0,0,0,0,0,0,3,31
LGA33360,3,3,0,0,0,0,0,0,0,7,8,34,0,0,0,0,0,0,0,39,67,115,21,8,14,0,4,5,3,243,0,8,0,0,3,0,0,0,0,12,30,75,16,10,5,0,0,3,0,127,8,10,11,3,3,0,3,3,0,38,199,626,162,65,64,16,56,38,16,1250,4,0,3,0,3,0,0,5,0,18,80,112,117,23,20,8,25,20,5,406,139,90,178,67,44,12,63,55,14,679,497,189,3690,125,167,116,1006,593,101,6474,8,18,25,4,4,20,34,60,7,192,27,16,44,10,9,12,69,49,3,241,10,13,23,3,3,4,34,45,0,135,30,15,67,17,5,11,91,70,46,356,1108,1325,4366,335,340,210,1389,946,195,10222,0,13,0,0,0,0,0,0,0,14,0,23,0,0,3,0,0,0,0,25,28,132,3,10,15,3,0,3,0,202,0,13,0,0,0,0,0,0,0,19
LGA33430,14,67,3,0,5,0,0,0,0,96,94,908,8,10,13,11,3,7,6,1062,1028,2249,181,155,240,212,67,114,58,4292,31,99,12,5,16,4,4,3,4,182,234,753,55,65,57,34,22,32,18,1262,84,154,15,27,32,12,6,3,4,335,3492,8646,1285,1144,1107,1179,426,749,269,18294,17,17,24,20,3,8,4,11,3,104,1189,1167,811,498,302,374,200,264,81,4888,1691,1420,1573,1193,654,742,441,648,124,8504,5190,1684,20154,2059,1465,2380,3217,4617,676,41442,112,83,167,114,56,169,144,256,24,1113,383,209,404,309,150,337,291,369,46,2491,159,213,180,87,69,77,87,129,34,1035,323,297,579,191,105,248,316,417,305,2789,14032,17953,25453,5871,4277,5787,5225,7626,1660,87877,20,118,4,7,10,3,0,3,0,161,53,653,4,13,20,12,0,5,11,758,697,3087,58,278,434,213,4,108,42,4919,30,189,4,11,21,3,0,10,3,266
LGA33610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,73,68,14,11,3,5,4,15,0,194,3,0,0,0,0,0,0,0,0,3,43,6,4,3,4,5,7,6,0,77,50,18,19,9,3,7,13,16,0,127,132,16,339,10,10,25,92,88,3,728,3,0,0,0,0,4,8,8,0,26,19,3,9,0,0,4,5,12,0,55,0,4,0,0,0,0,3,0,0,10,13,3,12,3,0,3,13,23,8,77,356,146,398,43,27,58,139,169,10,1346,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,4,19,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
LGA33620,0,0,0,0,0,0,0,0,0,3,8,24,0,0,0,0,0,0,0,26,12,70,6,0,5,3,0,3,0,104,0,0,0,0,0,0,0,0,0,3,9,40,0,11,3,0,0,3,0,70,3,4,0,0,0,0,0,0,0,10,111,309,34,46,29,16,20,17,7,575,0,0,0,0,0,0,0,0,0,4,60,62,35,35,6,8,15,13,3,243,84,66,59,68,20,17,25,44,5,390,406,81,1579,128,88,148,432,468,53,3382,14,3,21,8,8,22,31,60,3,167,32,8,34,14,7,21,34,27,3,172,5,3,10,4,3,3,14,9,0,56,36,10,49,13,3,15,39,57,18,239,787,689,1823,328,176,250,593,708,94,5456,3,6,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,22,19,77,3,9,13,3,0,0,0,123,0,7,0,0,0,0,0,0,0,8
LGA33800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,4,34,104,9,3,5,0,7,4,0,161,0,0,0,0,0,0,0,0,0,3,4,4,8,4,0,3,3,0,0,34,12,13,7,15,9,3,3,7,0,70,147,28,452,33,9,16,191,127,13,1013,0,0,6,0,0,4,5,5,0,17,7,0,3,3,0,0,7,7,0,25,0,0,3,0,0,0,0,0,0,10,19,10,14,3,0,3,11,20,9,90,228,184,500,61,26,36,233,169,22,1460,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,12,7,0,0,15,10,3,57,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,8,8,19,6,7,0,24,15,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,8,15,0,4,0,0,0,0,0,21,18,129,4,0,0,0,0,0,0,164,185,519,47,31,87,34,23,24,19,966,10,27,0,3,9,0,0,3,0,52,43,185,9,32,34,7,7,3,5,331,41,55,12,5,16,8,9,3,0,142,641,2007,303,295,305,153,159,180,42,4078,6,3,8,12,3,3,4,8,0,42,226,280,235,145,107,40,70,63,15,1181,476,417,549,436,261,142,190,194,49,2716,1253,500,7042,919,671,607,1868,1614,259,14729,34,17,87,76,42,60,123,146,10,597,70,49,113,87,62,61,204,165,28,822,29,44,58,19,15,13,46,27,11,264,61,33,180,58,42,40,220,203,124,963,3098,4271,8647,2114,1646,1177,2913,2643,566,27068,3,16,0,0,8,0,0,0,0,34,10,111,0,4,7,0,0,3,0,142,135,700,17,64,114,19,0,17,11,1071,0,35,0,0,3,3,0,0,0,46
LGA33980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,7,0,3,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,8,24,7,0,0,0,3,0,0,42,0,3,3,0,0,0,0,0,0,7,100,233,52,25,12,0,25,11,5,460,0,0,0,0,0,0,0,0,0,3,23,20,33,7,3,0,17,3,0,104,50,22,52,9,8,3,32,11,7,200,172,52,1335,19,25,17,630,143,23,2410,10,0,9,3,0,4,24,17,0,70,7,3,19,0,0,4,40,8,3,86,4,0,3,0,0,0,14,0,0,23,17,4,37,4,3,0,73,18,9,168,431,394,1559,68,61,31,864,211,42,3665,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,17,26,0,5,3,0,0,3,0,53,0,0,0,0,0,0,0,0,0,0
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,19,3,0,0,3,4,3,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,9,8,21,12,0,0,7,4,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA34530,3,3,0,0,0,0,0,0,0,9,7,46,0,0,0,0,0,0,0,60,33,58,0,6,5,0,0,0,0,105,0,0,0,0,0,3,0,0,0,4,14,43,9,6,0,0,0,3,0,77,8,5,4,6,3,0,0,4,0,32,129,346,51,50,30,12,17,12,3,652,0,0,0,3,0,0,0,3,0,6,48,49,54,25,12,10,18,7,0,221,59,68,62,54,23,7,24,17,6,336,311,94,1701,117,78,80,472,243,47,3151,5,7,10,7,7,8,15,13,0,75,30,4,24,15,3,3,31,22,3,142,7,4,8,3,8,3,3,0,0,38,22,16,39,3,7,6,49,34,13,192,682,754,1972,298,177,144,634,357,78,5091,0,4,0,0,0,0,0,0,0,7,3,36,0,0,3,0,0,0,0,43,25,127,3,3,6,0,0,0,0,170,0,11,0,0,0,0,0,0,0,11
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,8,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,16,11,7,8,3,0,0,3,10,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,0,0,0,0,0,0,0,0,0,3,3,32,0,0,0,0,0,0,0,41,21,55,5,0,5,0,3,10,0,105,3,0,0,0,0,0,0,0,0,4,3,32,4,3,4,0,0,3,0,46,3,5,0,0,0,0,0,0,0,10,108,250,33,38,17,21,17,78,3,567,0,0,3,0,0,0,0,0,0,7,35,40,34,21,17,4,15,11,3,172,80,56,71,49,23,18,24,30,9,366,306,75,1265,120,81,88,377,360,39,2707,3,0,18,3,6,22,24,47,3,119,21,9,20,12,9,13,43,34,3,171,13,3,9,0,0,0,9,16,0,52,33,3,48,15,12,15,54,56,24,256,635,562,1501,263,169,192,559,643,80,4616,0,4,0,0,6,0,0,0,0,8,5,35,0,0,3,0,0,0,0,42,26,96,4,6,13,0,0,10,0,149,0,7,0,0,0,0,0,0,0,6
LGA34590,8,22,3,0,4,0,0,0,0,31,23,178,6,0,12,5,3,0,3,234,281,669,74,63,95,49,68,54,20,1374,11,39,5,5,10,0,6,0,0,75,66,254,21,33,31,9,20,3,0,444,31,67,10,12,17,0,0,0,6,145,950,2703,522,326,495,308,294,268,82,5951,3,3,9,4,0,3,9,8,0,41,348,341,403,161,141,96,159,110,23,1784,650,569,705,462,379,269,381,326,45,3775,2179,829,11468,912,1018,960,3115,2931,326,23738,66,25,135,62,54,95,162,206,6,805,143,73,194,120,79,101,342,244,25,1315,43,77,116,29,32,34,102,89,17,527,108,79,351,91,55,72,354,284,190,1579,4916,5924,14022,2280,2413,1999,5012,4523,737,41831,3,33,0,0,8,0,0,0,0,46,21,164,7,0,11,0,0,3,0,203,192,855,18,88,181,59,3,22,19,1439,11,63,0,0,7,5,0,0,3,95
LGA34710,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,17,43,0,4,3,3,0,3,0,74,0,0,0,0,0,0,0,0,0,0,17,0,3,8,0,0,0,0,0,28,20,8,3,13,0,0,3,0,0,53,40,7,137,5,14,12,24,31,0,267,5,0,3,3,0,0,3,3,0,18,4,0,4,3,0,3,0,0,0,15,3,0,0,0,0,0,0,0,0,6,7,0,4,3,0,4,4,4,4,37,121,78,158,38,17,22,35,47,6,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,3,0,0,0,0,0,23,0,3,0,0,0,0,0,0,0,3
LGA34770,3,11,0,0,0,0,0,0,0,12,9,72,0,0,0,3,0,0,0,88,88,204,20,12,13,5,11,8,5,363,12,8,0,0,3,0,0,0,0,27,36,100,25,11,12,0,4,6,3,194,18,29,6,4,5,0,3,3,0,63,359,1188,205,103,72,49,88,54,32,2144,0,0,3,0,0,3,0,0,0,7,139,161,150,41,32,19,59,22,5,633,276,158,286,101,60,33,106,61,20,1105,1196,351,6800,224,323,310,1971,904,210,12293,25,13,33,15,9,31,51,58,3,244,68,25,76,20,17,21,127,62,6,422,17,25,39,4,5,4,33,26,3,160,80,38,167,26,13,25,178,116,74,714,2319,2381,7810,564,571,503,2640,1313,357,18466,0,20,0,0,0,0,0,0,0,24,3,53,0,0,0,0,0,3,0,66,63,279,5,32,26,16,3,7,0,422,0,25,0,0,3,0,0,0,0,34
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,6,18,0,30,9,0,0,13,14,0,83,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,3,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,3,3,0,16,43,18,34,10,0,3,21,24,3,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,3,0,4,3,0,18,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,0,3,0,3,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,60,120,29,14,12,12,10,8,0,260,0,0,0,0,0,0,0,0,0,0,30,12,12,11,3,3,5,5,5,90,54,18,34,31,3,10,15,15,0,175,199,29,451,24,28,26,147,126,15,1035,11,0,3,3,0,4,12,17,0,56,29,4,3,0,0,3,15,8,0,71,3,0,8,0,0,0,0,0,0,13,21,3,14,3,0,7,21,20,8,101,420,215,557,89,51,68,228,203,27,1861,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,32,0,5,10,3,0,0,0,57,0,0,0,0,0,0,0,0,0,0
LGA34880,0,0,0,0,0,0,0,0,0,0,7,18,0,0,4,0,0,0,0,28,13,25,6,4,3,0,3,3,0,52,0,0,0,0,0,0,0,0,0,0,4,16,0,4,0,0,0,0,0,20,3,3,0,0,0,0,0,0,0,8,74,158,26,33,23,14,5,26,3,366,0,0,0,0,0,0,0,0,0,3,35,37,14,16,12,6,11,5,3,129,36,26,26,44,11,10,11,18,3,191,245,52,649,87,38,30,142,159,22,1423,17,3,4,6,0,3,11,20,0,66,10,4,12,9,3,8,10,15,0,82,8,5,5,0,0,0,8,12,0,39,25,11,23,9,4,3,19,38,11,144,464,342,775,208,95,84,226,300,41,2544,0,3,0,0,0,0,0,0,0,8,3,12,0,3,4,0,0,0,0,17,13,52,0,0,4,3,0,0,0,83,0,6,0,0,0,0,0,0,0,6
LGA35010,14,23,0,6,5,3,0,0,3,61,65,341,11,3,20,3,4,4,3,455,620,1163,97,79,169,60,39,33,35,2284,30,59,3,3,9,4,7,5,0,124,187,521,45,76,60,16,14,24,9,954,110,150,16,28,39,9,4,3,6,362,1950,5177,698,581,808,376,223,365,134,10317,10,5,13,15,8,9,9,6,0,75,761,842,612,351,284,196,166,160,45,3422,1280,1134,1087,916,635,398,318,349,80,6197,3413,1338,16156,1648,1645,1577,3448,3614,495,33329,99,71,151,116,89,150,184,273,10,1139,223,128,247,188,124,148,307,295,39,1709,82,122,121,51,32,31,63,115,13,640,174,163,417,116,88,129,349,347,217,2006,9013,11244,19672,4189,4029,3116,5131,5586,1081,63057,10,71,3,5,7,0,0,3,0,104,44,292,8,13,18,7,0,0,0,378,358,1534,36,141,199,63,3,26,24,2383,21,85,4,11,13,3,0,0,0,135
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,3,5,0,17,7,0,0,4,6,3,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,11,12,15,26,15,0,0,6,5,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
