LGA_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
LGA33220,3,38,98,84,115,91,23,3,459,3,15,55,70,91,56,20,3,313,55,310,387,342,377,348,120,20,1958,54,206,381,474,603,497,182,47,2443,732,1403,1663,1949,2373,2343,1053,211,11729,210,91,68,48,32,48,4,3,498,44,89,110,100,150,148,86,17,741,980,1579,1834,2097,2553,2541,1147,231,12965,9,23,26,44,52,67,48,5,280,621,595,714,697,861,1035,701,248,5467,1729,2769,3494,3817,4644,4629,2244,556,23884,10,67,136,127,105,70,16,3,536,17,65,132,185,163,91,27,3,684,164,706,853,732,660,420,154,30,3720,139,417,636,838,855,515,168,42,3618,649,992,1132,1195,1073,501,108,16,5667,209,163,122,120,103,65,12,3,804,69,108,172,196,258,217,62,16,1093,926,1264,1428,1512,1434,783,180,31,7565,21,24,25,46,76,91,41,14,323,460,383,489,624,864,1103,805,375,5111,1732,2929,3701,4066,4152,3071,1396,499,21549,12,106
LGA33360,4,64,96,93,63,21,0,0,335,4,27,53,60,41,14,0,0,208,73,384,401,308,213,88,23,7,1495,27,168,334,413,291,126,26,4,1395,775,1856,1881,1838,1407,667,239,36,8705,115,58,39,36,22,9,3,0,280,42,49,74,70,67,37,16,0,353,929,1961,1996,1954,1489,719,261,36,9342,20,35,42,32,34,24,5,0,198,367,412,438,536,431,234,140,46,2595,1424,3057,3369,3391,2560,1222,460,99,15569,6,92,125,69,36,13,3,0,340,8,78,88,94,54,16,3,0,349,159,828,738,463,249,128,33,3,2602,76,375,429,456,293,96,32,12,1753,530,949,755,675,358,98,12,3,3374,160,122,76,77,33,20,0,0,487,48,76,106,88,79,38,15,0,442,731,1146,933,841,471,155,29,5,4309,9,15,24,25,14,17,0,8,111,372,379,373,397,327,250,164,66,2332,1356,2909,2710,2353,1449,675,261,91,11802,7,158
LGA33430,132,1557,1760,1492,1093,742,245,36,7057,80,400,490,515,473,259,80,11,2301,1886,5984,5414,3951,3137,2261,820,232,23682,1513,3250,3913,3803,2886,2031,763,215,18376,4893,10524,10980,10848,8665,6825,3254,858,56839,617,335,258,174,144,90,45,10,1679,322,563,677,671,603,608,297,80,3824,5827,11426,11917,11693,9414,7526,3595,944,62341,119,262,298,276,275,287,173,65,1757,3246,3673,3318,3345,3044,2893,2020,1082,22617,12802,26544,27111,25077,20324,15998,7696,2578,138134,194,2185,2109,1456,1045,451,82,26,7553,159,937,1067,958,806,366,84,18,4396,3047,9661,8535,5477,3745,2073,713,185,33433,2619,5785,6332,6016,4286,2364,789,228,28419,4295,5915,5752,5485,3732,1815,467,177,27637,771,512,548,466,448,242,58,12,3063,547,818,1187,1229,1160,923,358,114,6334,5618,7240,7487,7181,5348,2978,881,303,37029,131,256,330,378,442,446,231,94,2310,3192,3646,3205,3434,3414,3398,2711,2157,25166,14962,29706,29059,24892,19087,12085,5486,3023,138300,326,3746
LGA33610,0,6,7,8,3,5,0,0,37,0,3,7,3,5,3,0,0,18,12,63,52,39,28,16,5,0,220,4,37,62,60,40,24,8,0,238,97,196,165,169,153,81,40,9,897,12,3,4,8,5,0,0,0,33,3,8,11,18,11,5,3,0,71,111,216,177,194,171,91,46,9,1003,0,4,3,4,3,0,0,0,11,68,87,80,89,103,89,55,20,584,191,418,381,403,347,227,109,30,2108,3,18,7,3,4,3,0,0,35,3,10,15,13,14,3,0,0,60,24,161,139,89,54,35,9,3,513,16,68,76,81,61,30,13,3,351,74,128,89,86,73,13,9,0,463,27,11,8,11,3,0,0,0,65,8,10,16,13,16,13,0,0,83,110,150,116,113,90,20,8,0,611,0,3,0,0,0,0,0,0,16,81,74,69,68,91,96,65,32,569,236,488,418,363,318,194,104,39,2155,3,23
LGA33620,3,12,32,45,50,46,11,0,201,0,11,19,26,38,26,6,0,133,15,104,174,147,214,169,44,11,872,27,92,156,245,277,207,56,6,1066,406,793,874,1038,1172,941,372,58,5650,120,48,40,32,27,20,3,0,292,26,33,57,73,71,68,23,6,360,553,875,968,1141,1272,1031,398,61,6295,8,8,11,29,24,33,17,3,134,262,233,233,385,433,505,306,114,2476,870,1335,1593,2014,2307,2011,834,198,11172,4,23,44,57,57,20,3,0,219,3,31,64,82,72,43,10,0,295,68,289,337,366,367,217,66,9,1721,91,240,360,478,427,253,84,15,1944,345,559,572,560,463,188,21,10,2722,109,77,66,63,72,16,8,0,413,38,57,86,102,100,69,18,4,478,489,695,722,732,637,281,41,11,3608,5,11,10,24,23,46,15,6,131,238,196,245,372,430,475,343,197,2483,893,1483,1774,2099,2020,1333,554,244,10407,7,37
LGA33800,0,4,7,5,3,5,0,0,27,3,0,3,0,3,4,0,0,22,13,36,42,43,35,13,8,0,201,5,15,26,32,39,31,14,0,166,115,211,198,256,332,219,109,24,1466,10,3,9,0,6,0,3,0,27,3,0,4,10,15,10,4,0,47,128,214,211,267,351,229,116,24,1541,0,3,0,5,3,5,6,0,29,70,35,48,92,100,111,79,32,567,221,314,341,453,542,402,225,65,2557,0,3,9,10,9,6,0,0,39,0,5,4,7,12,7,0,0,36,17,83,75,69,59,37,9,3,350,15,22,56,82,64,29,19,3,290,59,94,84,119,101,29,4,3,500,25,23,11,6,8,4,0,0,75,12,3,15,18,18,0,0,0,80,93,125,115,142,132,40,3,3,657,0,0,0,0,3,9,3,0,16,50,37,53,71,91,94,103,46,543,183,281,307,383,374,217,133,58,1925,0,7
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,5,11,24,35,13,9,7,0,0,93,4,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,6,16,24,38,19,11,7,0,0,107,0,0,0,0,0,0,0,0,7,27,5,9,6,5,4,0,0,61,50,38,49,27,14,9,5,0,182,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,11,0,0,4,6,0,3,0,0,12,9,21,5,6,3,0,0,0,56,3,3,4,0,0,3,0,0,13,0,0,0,0,0,0,0,0,3,15,29,12,6,6,4,0,0,78,0,0,4,0,0,0,0,0,3,19,7,0,3,3,0,0,0,38,36,43,18,18,16,10,4,0,146,0,0
LGA33960,6,276,450,288,218,106,23,3,1360,13,111,165,154,140,45,20,4,645,351,1357,1327,853,582,328,108,25,4936,330,969,1220,1172,883,388,126,37,5124,2204,4793,3807,3469,2699,1687,786,179,19615,396,230,148,95,39,30,5,4,939,144,240,266,211,162,125,51,23,1218,2739,5261,4218,3780,2895,1839,842,197,21774,40,81,91,78,57,43,19,7,407,1294,1307,1148,1109,905,691,444,142,7046,4777,9362,8620,7428,5678,3435,1576,419,41300,15,441,492,313,186,79,7,0,1537,42,273,323,291,163,75,18,3,1194,625,2783,2139,1210,769,375,123,33,8053,771,1942,1848,1517,999,408,152,34,7668,2006,3204,2278,1944,1169,364,73,28,11063,483,361,226,174,110,50,13,0,1424,230,350,375,355,298,126,43,12,1797,2720,3916,2880,2479,1582,540,131,36,14281,48,85,73,69,71,60,25,11,445,1181,1174,966,1043,889,809,621,265,6948,5401,10610,8724,6924,4668,2351,1076,382,40132,22,718
LGA33980,0,38,27,19,7,0,0,0,88,0,18,25,12,9,4,0,0,60,38,199,136,50,40,12,3,0,483,8,62,102,88,52,16,0,0,335,221,786,691,494,317,110,11,5,2628,29,27,13,11,3,0,0,0,87,10,27,28,13,20,6,0,0,98,264,836,726,517,343,115,9,5,2814,0,6,11,11,3,0,0,0,34,228,519,405,329,260,87,23,8,1863,545,1674,1433,1023,716,234,40,9,5667,3,37,21,9,7,3,0,0,77,9,30,34,10,3,0,0,0,88,84,351,224,87,51,8,3,3,824,21,138,133,108,53,18,4,0,464,141,385,237,171,56,8,0,3,1005,41,58,19,15,9,3,0,0,148,24,44,39,23,9,12,0,0,158,207,490,299,210,78,24,3,4,1311,0,12,7,8,3,4,0,0,39,198,272,194,191,108,61,27,3,1054,513,1329,916,617,303,115,43,15,3853,3,74
LGA34420,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,6,15,8,11,7,0,0,0,53,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,6,12,15,10,16,11,0,0,0,69,0,0,0,0,0,0,0,0,0,10,15,4,6,3,0,0,0,38,20,33,18,19,20,3,0,0,110,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,3,4,0,0,4,0,0,0,10,0,0,0,3,3,0,0,0,4,6,4,9,5,0,0,0,0,26,3,5,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,10,11,8,7,3,0,0,0,46,0,0,0,0,0,0,0,0,0,13,13,8,12,0,3,0,0,44,21,36,23,24,14,3,0,0,110,0,0
LGA34530,0,12,44,54,71,48,10,0,248,0,13,31,30,55,18,10,3,169,41,139,171,189,188,114,39,7,879,15,74,150,207,182,125,40,14,818,313,732,822,939,867,543,210,60,4487,49,23,12,20,13,9,3,0,135,10,18,34,46,48,34,20,3,217,375,773,871,1004,925,590,229,65,4831,8,10,12,17,18,17,10,0,83,317,387,440,406,348,279,160,73,2408,761,1404,1726,1905,1791,1190,497,163,9436,5,32,69,74,65,21,7,0,265,13,41,67,72,66,27,6,0,290,66,350,446,374,298,145,57,16,1748,53,161,236,283,258,133,54,18,1192,235,401,363,388,284,109,20,7,1800,65,54,23,44,44,16,0,4,253,26,34,62,70,54,30,13,6,298,331,490,446,496,384,153,37,15,2353,3,10,15,4,20,12,12,0,75,185,136,170,258,246,246,181,125,1554,645,1220,1450,1573,1332,741,347,171,7476,5,48
LGA34570,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,5,4,5,12,8,4,0,0,0,32,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,9,10,9,3,0,0,0,39,0,0,0,0,0,0,0,0,0,19,10,11,8,3,7,0,0,66,26,23,26,23,12,4,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,8,4,4,0,3,0,0,0,0,16,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,7,4,4,3,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,20,17,9,7,3,4,0,0,61,21,33,18,12,11,4,0,0,103,0,0
LGA34580,0,32,51,38,46,25,7,4,209,0,5,11,23,14,11,7,3,82,54,185,163,138,134,63,28,7,770,41,97,161,199,152,96,27,3,775,351,676,684,734,691,479,156,27,3795,73,34,24,23,15,4,0,0,178,29,34,39,54,48,33,14,3,254,456,746,749,808,742,520,167,31,4218,12,19,14,11,11,12,4,0,91,346,358,310,331,282,293,163,44,2121,909,1451,1456,1550,1378,1021,407,87,8265,3,59,74,58,50,25,4,0,261,6,39,48,46,46,24,4,0,218,135,411,313,239,169,104,27,8,1414,97,266,280,329,231,114,44,15,1371,320,405,413,420,260,94,15,3,1919,107,56,54,50,25,13,4,0,308,46,56,61,74,55,36,3,3,333,475,515,518,541,341,142,17,7,2562,17,25,8,15,16,13,10,3,106,310,208,234,291,282,290,183,99,1894,1047,1526,1477,1513,1125,713,291,133,7831,3,91
LGA34590,21,452,585,429,312,196,47,12,2061,13,132,211,201,188,66,12,4,834,529,2032,1857,1306,972,612,166,30,7502,656,1433,1685,1528,1211,706,164,57,7437,3379,6530,6249,5836,4898,3356,1153,261,31667,556,287,197,138,59,46,11,0,1292,235,333,397,346,304,203,92,18,1933,4163,7150,6847,6324,5265,3598,1263,280,34895,70,155,148,121,130,89,48,17,778,1854,1733,1695,1617,1416,1231,704,232,10481,7314,13092,13022,11528,9490,6500,2413,632,63985,36,665,654,442,278,109,18,5,2216,70,406,459,381,286,116,23,0,1751,982,3711,3265,1947,1329,685,194,42,12154,1218,2795,2778,2406,1695,799,218,46,11952,2875,4283,3589,3046,1994,689,128,36,16641,673,462,383,307,232,125,11,5,2194,318,515,639,551,503,304,82,29,2945,3859,5258,4609,3905,2738,1125,224,72,21780,62,121,129,176,178,155,52,19,896,1789,1701,1581,1701,1586,1326,866,400,10952,8018,14657,13471,10973,8082,4315,1604,577,61696,57,1117
LGA34710,0,3,3,7,4,0,0,0,21,0,0,0,6,3,0,0,0,9,6,21,28,9,12,3,0,0,83,0,11,26,29,20,15,3,0,98,41,75,51,49,69,28,7,3,327,9,4,3,0,3,0,0,0,27,3,3,0,7,3,0,0,0,20,56,81,61,55,79,29,10,3,366,0,0,0,0,0,0,0,0,8,33,23,25,29,37,28,24,16,208,95,136,138,131,160,81,39,18,795,0,7,3,15,6,3,0,0,28,0,7,15,11,8,0,0,0,40,25,63,54,28,24,5,3,6,220,10,15,22,40,35,11,7,0,131,33,44,37,29,22,6,0,0,169,15,4,3,3,3,3,0,0,32,5,7,6,5,9,0,0,0,34,56,54,43,42,28,6,4,0,233,0,0,0,3,3,0,0,0,5,25,21,28,31,28,28,19,14,202,117,176,166,163,143,54,30,15,871,0,9
LGA34770,6,100,119,142,95,44,11,3,518,3,49,74,92,68,34,4,0,328,128,664,578,508,392,149,52,21,2483,52,301,517,593,489,218,61,16,2253,1375,3424,3200,3115,2577,1356,497,106,15648,137,71,63,49,28,18,3,0,369,47,91,94,137,104,63,26,0,568,1563,3584,3353,3298,2710,1443,527,104,16588,13,30,38,51,49,40,21,6,247,709,896,1026,1181,984,618,409,147,5970,2471,5627,5709,5868,4788,2540,1085,302,28387,7,132,166,155,118,41,9,0,622,28,164,178,182,123,29,11,0,721,361,1549,1298,885,606,232,69,24,5018,189,652,827,868,615,240,97,25,3516,948,1628,1277,1215,727,191,41,16,6040,190,202,151,140,71,31,13,0,788,100,162,219,230,146,82,24,3,972,1237,1989,1651,1581,937,305,72,17,7801,20,27,39,56,47,36,20,5,250,633,613,614,740,665,602,486,247,4600,2464,5129,4766,4471,3108,1495,769,321,22525,15,231
LGA34800,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,25,0,0,5,4,3,0,0,0,13,6,29,22,16,17,3,0,0,96,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,8,31,26,16,18,3,0,0,103,0,0,3,0,0,3,0,0,3,3,7,7,11,6,7,3,0,47,15,54,47,35,30,16,3,0,197,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,7,4,20,5,6,4,3,0,0,40,4,4,3,3,3,0,0,0,19,3,9,9,4,6,3,0,0,30,7,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,6,11,9,12,11,6,4,0,0,51,0,0,0,0,0,0,0,0,3,3,0,6,3,9,0,4,0,31,18,36,26,22,24,12,4,0,146,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,8,8,5,7,0,0,0,33,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,12,9,6,4,0,0,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,10,8,12,9,13,13,0,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,9,7,0,3,4,3,0,0,0,17,5,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,6,4,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,3,12,12,8,4,0,0,45,0,0
LGA34860,0,12,9,8,5,0,0,0,37,0,4,6,8,4,0,0,0,26,15,114,66,49,32,9,0,0,274,6,71,64,80,51,26,3,0,303,141,331,232,206,177,76,30,5,1201,23,8,17,9,7,0,0,0,61,9,11,20,19,14,7,3,0,78,170,353,262,231,202,91,39,5,1350,3,0,3,0,5,0,0,0,18,79,147,102,100,106,86,49,20,686,278,707,521,473,398,211,91,28,2697,0,26,24,16,3,0,0,0,72,5,24,15,14,17,4,0,0,74,49,237,149,87,59,25,14,5,629,27,102,112,100,76,39,7,10,469,117,166,124,114,71,15,9,3,609,28,19,20,17,10,0,0,0,85,10,26,17,24,16,6,3,0,99,153,204,158,149,96,20,14,3,798,4,5,6,4,4,7,0,0,24,80,109,91,86,88,57,62,31,607,319,707,558,461,338,150,94,41,2667,0,42
LGA34880,0,17,15,27,32,24,10,0,121,0,4,10,11,18,4,4,0,50,15,84,98,99,97,76,21,7,493,10,48,83,110,99,71,23,4,448,128,303,393,448,418,301,119,21,2134,32,14,12,11,6,4,0,0,91,7,14,19,32,28,19,16,3,130,168,328,425,492,452,328,135,27,2355,10,8,5,10,11,10,3,0,62,403,454,365,299,281,232,129,40,2197,601,940,1001,1047,994,748,319,77,5729,3,17,33,36,30,20,3,0,149,0,19,20,32,24,7,6,0,118,36,198,206,178,146,93,27,3,893,23,101,158,172,153,83,26,7,723,99,176,190,228,152,65,20,3,926,28,27,29,17,24,14,0,0,135,6,19,34,41,41,34,5,4,186,131,220,254,281,215,112,23,5,1241,3,6,6,14,4,14,0,3,48,179,134,149,203,210,203,100,30,1215,378,700,837,916,788,529,193,53,4385,3,36
LGA35010,20,383,938,956,704,461,122,31,3612,29,221,431,482,427,219,51,8,1863,688,2540,3451,2734,1877,1306,417,91,13111,662,1846,2891,3108,2424,1582,488,102,13112,4330,8773,9012,8572,7121,5445,2290,529,46074,712,352,268,162,136,85,30,5,1763,282,397,480,466,462,378,166,44,2680,5326,9516,9760,9207,7728,5912,2485,582,50516,96,155,158,186,153,181,120,33,1069,2100,2210,2196,2148,1935,2044,1357,778,14774,8921,16871,19828,18819,15248,11706,5044,1616,98055,43,728,1059,918,609,289,42,9,3691,102,570,1011,837,643,295,72,8,3530,1301,5226,6020,3937,2559,1521,441,100,21096,1496,3755,4328,4224,2887,1685,557,151,19086,3817,5552,5137,4661,3166,1217,264,71,23884,831,570,471,417,294,195,30,17,2822,427,564,821,866,785,595,174,40,4277,5082,6691,6431,5940,4252,2004,464,121,30982,67,161,188,229,231,247,120,33,1278,1717,1768,1830,1916,2017,2269,1888,1518,14926,9803,18892,20860,18008,13189,8309,3578,1944,94577,62,1111
LGA35250,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,4,0,9,5,0,3,0,0,0,13,0,3,4,0,3,0,0,0,14,9,10,10,18,4,3,0,0,59,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,4,4,15,15,23,4,3,0,0,64,0,0,0,0,0,0,0,0,0,23,29,11,11,13,6,4,0,94,33,52,37,30,20,9,4,0,198,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,7,9,5,0,3,3,0,0,32,0,0,3,0,4,0,0,0,11,3,4,6,0,3,0,0,0,24,5,0,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,9,7,5,5,4,3,0,0,0,35,0,0,0,0,0,0,0,0,0,26,33,19,17,11,3,0,0,104,45,52,37,22,21,7,0,0,190,0,0
LGA35300,0,28,31,26,16,4,0,0,114,0,15,15,9,5,0,0,0,43,33,197,110,59,41,13,3,0,462,14,65,71,82,43,13,12,0,295,235,684,530,507,333,120,31,3,2433,40,23,13,4,4,0,0,0,81,7,15,18,8,6,7,3,0,74,279,721,560,520,349,129,31,3,2589,0,3,5,4,4,3,0,0,22,199,267,156,201,158,91,31,4,1105,523,1305,956,897,604,253,76,9,4622,6,57,41,30,18,0,0,0,155,10,46,43,28,11,0,0,0,135,119,367,179,120,52,24,3,0,871,30,123,113,130,50,16,7,0,468,143,268,199,165,52,19,3,0,850,47,35,12,9,3,4,3,0,111,10,41,26,27,13,0,0,0,119,198,345,233,202,77,27,3,3,1080,3,6,8,7,3,4,3,0,33,171,213,160,183,122,70,29,12,965,534,1153,771,703,338,137,49,20,3718,9,86
LGA35600,0,3,4,0,0,3,0,0,12,0,0,0,0,0,0,0,0,6,11,21,20,10,10,4,0,0,74,4,10,18,19,17,6,0,0,77,30,82,72,53,64,20,12,0,337,3,3,0,3,3,0,0,0,12,3,4,0,4,3,3,0,0,18,41,87,70,58,67,24,12,3,367,0,0,0,0,0,0,0,0,6,37,27,28,30,31,25,23,8,205,91,153,144,134,135,58,39,9,749,0,8,8,3,0,0,0,0,18,3,6,9,8,13,0,0,0,36,24,70,52,30,28,11,4,0,214,0,17,26,39,28,3,0,3,128,31,40,25,43,35,6,0,0,186,11,6,8,10,0,0,0,0,34,3,5,0,10,3,0,0,0,33,48,53,37,60,40,7,0,0,244,0,0,0,5,0,0,0,0,9,22,35,22,27,30,25,27,16,205,92,187,153,168,143,50,38,23,853,0,8
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,13,11,17,4,8,0,0,52,0,8,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,13,16,18,4,6,0,0,60,0,0,3,0,3,0,0,0,7,7,0,4,0,5,0,0,0,22,19,18,20,22,13,10,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,13,7,7,8,5,0,0,0,0,30,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,13,11,8,6,5,0,0,0,38,0,0,0,0,0,0,0,0,0,6,6,3,3,0,0,0,0,19,16,16,10,20,9,0,0,0,72,0,0
