LGA_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
LGA36910,3,3,3,7,11,9,17,26,61,0,89,3,7,0,12,3,0,3,19,34,4,48,5,22,3,32,23,10,41,76,102,3,177,8,41,4,53,31,20,50,100,131,0,234,5,90,7,103,36,21,62,161,243,3,407,41,231,14,290,52,49,103,387,391,3,785,123,264,17,407,24,35,55,463,363,3,828,206,212,18,439,17,16,35,477,316,7,802,290,190,15,489,8,10,19,512,289,0,799,261,123,17,395,7,5,10,408,179,0,595,209,85,12,312,6,4,9,320,95,0,417,141,43,6,190,3,0,4,189,69,0,264,171,37,11,224,5,4,9,232,55,0,288,83,9,0,95,3,0,3,99,22,0,120,31,5,0,32,0,0,0,32,8,0,42,25,3,5,33,3,0,3,38,11,0,50,24,7,0,28,0,0,0,27,6,0,36,200,125,15,341,13,15,23,365,137,3,512,15,12
LGA36950,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,3,0,5,3,0,3,5,0,0,0,5,8,0,16,4,4,0,9,0,0,0,9,3,0,10,0,3,0,8,3,0,3,4,5,0,17,4,3,0,9,0,0,0,9,6,0,12,11,3,0,10,0,0,0,13,3,0,17,6,4,0,13,0,0,0,13,3,0,10,4,0,0,4,0,0,0,4,0,0,4,3,3,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,3,0,3,6,6,4,14,0,0,0,14,7,0,26,6,0
LGA36960,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,10,3,5,0,8,0,0,0,6,21,0,32,0,3,0,7,4,0,4,7,26,0,33,3,4,0,3,5,0,3,8,31,0,38,8,16,3,28,3,0,3,28,24,0,61,3,11,0,13,0,3,7,17,25,0,47,9,13,3,25,0,0,0,25,18,0,39,10,3,0,9,0,0,0,9,13,0,27,5,0,0,11,0,0,0,11,5,0,17,0,0,0,0,0,0,0,0,4,0,3,6,0,0,3,0,0,0,3,0,0,5,8,0,0,9,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,14,0,19,3,0
LGA37010,6,3,4,16,19,5,27,36,85,0,129,0,17,0,18,15,5,20,36,40,3,77,6,31,9,48,53,19,75,119,118,0,233,6,52,5,67,43,18,63,128,207,0,340,17,89,10,123,50,36,86,211,311,3,519,50,250,24,324,81,84,170,495,499,3,989,181,256,16,455,46,45,89,549,427,3,980,332,250,18,597,39,28,68,660,330,0,995,436,224,21,682,28,10,37,720,277,3,1004,357,146,25,529,21,11,25,556,159,3,717,317,81,10,413,7,6,12,425,104,0,535,228,64,7,299,8,4,11,307,73,3,387,349,53,18,422,7,0,7,429,88,0,510,123,17,6,148,0,0,0,150,35,0,189,38,9,5,48,0,0,0,49,12,0,64,38,10,3,50,3,0,3,53,18,0,68,30,5,3,38,0,0,0,37,10,3,51,253,118,16,392,36,18,47,444,220,3,664,23,8
LGA37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,8,0,0,8,4,4,3,5,0,0,0,5,0,0,5,7,0,0,11,0,0,0,11,0,0,11,5,0,0,8,0,0,0,8,0,0,8,14,0,0,14,0,0,0,14,0,0,14,9,0,0,5,0,0,0,5,0,0,5,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,5,0,0
LGA37310,0,0,0,0,0,0,0,3,13,0,19,0,3,0,3,3,0,3,5,3,0,8,3,4,0,7,5,0,8,17,23,0,35,0,11,0,18,0,6,5,21,42,0,60,3,20,0,19,6,8,13,39,64,0,99,12,46,3,59,13,9,19,80,79,0,161,31,35,3,64,7,9,11,78,92,3,169,29,34,0,64,4,3,3,70,82,0,156,43,20,0,62,0,4,4,65,59,0,125,37,21,4,54,0,3,7,61,28,0,88,21,6,5,27,0,0,0,27,12,0,41,22,5,0,29,0,0,0,29,8,0,39,27,9,3,37,0,0,0,37,10,0,44,10,0,0,13,0,0,0,13,3,0,15,9,0,0,9,0,0,0,9,0,0,9,4,0,0,3,0,0,0,8,0,0,10,11,0,0,11,0,0,0,11,4,0,9,40,20,6,62,0,4,8,66,37,0,111,7,0
LGA37340,0,0,0,4,0,3,5,3,12,0,13,0,3,0,3,0,0,0,3,0,0,3,0,12,0,12,6,0,6,17,18,0,34,3,15,0,17,7,6,9,29,25,0,55,8,19,0,29,12,5,20,43,40,3,85,10,66,6,82,15,4,20,99,61,0,166,29,47,7,77,8,0,15,90,43,3,135,46,50,4,99,7,0,7,104,45,0,152,56,27,3,85,0,0,3,89,46,0,130,41,22,5,63,7,0,4,69,20,0,87,26,8,0,36,0,0,0,32,10,0,45,18,4,0,19,0,0,0,19,3,0,24,35,3,3,40,0,0,0,40,5,0,52,10,4,0,12,0,0,0,13,3,0,18,3,0,0,6,0,0,0,6,0,0,6,3,3,0,3,0,0,0,3,3,0,10,3,0,0,7,0,0,0,8,4,0,7,37,17,3,60,8,0,8,68,27,0,96,3,3
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,5,0,0,5,4,0,0,6,0,0,0,6,0,0,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,3,0,9,0,0
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,17,0,20,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,3,0,3,4,7,0,13,0,0,0,3,0,0,0,4,9,0,10,0,0,0,0,0,0,0,4,9,0,11,3,0,0,3,0,0,3,6,6,0,5,0,0,0,3,0,0,0,3,0,0,4,3,0,0,4,0,0,0,4,4,0,9,3,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,13,9,0,20,0,0,0,0,3,0,3,3,17,0,20,3,0,0,7,8,0,8,11,20,0,31,3,3,0,10,0,0,7,12,30,3,48,0,4,0,4,0,0,0,9,15,0,22,3,3,0,7,5,0,5,17,15,0,31,5,3,0,7,0,0,0,8,12,0,19,3,0,0,4,0,0,0,5,6,0,8,0,0,0,8,0,0,0,8,6,0,11,4,0,0,3,0,0,0,5,3,0,6,0,3,0,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,3,6,15,0,23,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
