LGA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
LGA35760,18,3,11,11,31,57,25,32,200,0,0,0,0,0,0,0,0,0,0,0,10,9,23,5,12,13,33,62,32,42,231,20,10,8,0,3,0,0,0,0,3,46,7,6,15,4,7,3,0,3,0,14,57,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,7,6,16,4,7,3,0,3,0,16,62,0,0,0,0,0,0,0,0,0,0,0,28,9,27,6,7,3,0,3,0,15,110,79,5,3,0,0,3,0,0,0,0,89,14,0,7,0,0,0,3,0,0,4,32,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,8,0,0,0,3,0,0,10,38,0,0,0,0,0,0,0,0,0,0,0,95,4,7,0,0,3,3,0,4,10,130,103,5,0,0,0,0,0,0,0,9,114,12,0,5,0
LGA35780,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,11,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,3,0,0,0,0,0,0,0,4,17,4,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,11,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,3,0,0,0,0,0,18,10,0,3,0,0,0,0,0,0,0,10,0,0,0,0
LGA35800,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,12,5,0,0,0
LGA36070,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,4,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0
LGA36250,350,65,70,83,52,55,32,25,979,0,0,4,0,0,0,0,0,0,3,7,858,498,828,168,168,149,114,108,56,94,3038,1483,594,776,146,116,84,54,56,24,82,3407,322,267,437,56,57,56,43,34,14,18,1319,13,10,23,6,9,6,5,7,0,0,70,3,3,3,0,0,0,0,0,0,0,13,339,278,466,57,65,65,54,39,17,22,1401,0,0,0,0,0,0,0,0,0,6,6,1820,879,1245,208,184,147,109,92,41,101,4815,3041,915,970,126,88,71,58,34,14,85,5410,518,261,261,35,25,21,18,21,5,22,1180,32,17,14,0,3,0,3,4,0,4,76,3,0,3,0,0,0,0,0,0,0,12,558,278,279,38,31,18,22,21,7,22,1264,6,3,0,0,0,0,0,0,0,5,12,3605,1196,1249,158,119,89,75,59,25,116,6686,3573,420,251,40,40,33,12,22,17,74,4481,672,86,61,8
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA36370,347,67,127,102,67,71,36,25,935,0,0,0,0,0,0,0,0,0,0,0,174,118,443,89,154,120,79,92,40,33,1340,257,67,82,11,20,15,12,6,5,18,486,71,101,333,45,66,52,37,52,7,10,769,3,21,107,9,25,4,3,6,0,8,190,0,0,0,0,0,0,0,0,0,0,6,70,125,443,59,91,51,33,61,8,20,964,0,0,4,0,0,0,0,0,0,0,3,331,189,525,69,112,64,46,61,16,36,1452,456,84,86,26,14,3,3,8,5,19,708,121,84,142,17,13,10,10,3,4,11,411,7,27,61,9,14,7,0,0,4,0,121,0,0,0,0,0,0,0,0,0,0,0,122,109,204,24,20,15,10,10,4,11,535,0,0,0,0,0,0,0,0,0,0,3,581,192,297,46,33,17,18,15,11,33,1245,576,32,39,6,7,0,3,7,0,20,696,106,27,24,3
LGA36510,49,3,6,13,6,28,16,10,170,0,0,0,0,0,0,0,0,0,3,3,88,65,111,18,14,15,13,35,23,23,408,301,92,84,18,7,13,11,0,0,24,558,51,28,40,12,8,3,3,3,3,3,161,0,0,8,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,51,28,49,12,13,4,3,7,3,3,173,0,0,0,0,0,0,0,0,0,4,9,355,124,132,26,18,24,14,5,3,38,735,744,117,97,6,4,5,3,3,3,38,1021,70,24,23,7,4,4,0,0,0,0,130,4,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,73,28,22,7,3,4,0,0,0,3,138,0,0,0,0,0,0,0,0,0,5,3,814,143,116,10,10,11,6,8,3,42,1159,845,76,29,3,0,0,3,3,0,23,981,102,15,8,0
LGA36580,34,6,12,40,16,34,33,17,204,0,0,0,0,0,0,0,0,0,0,0,38,33,55,16,20,42,19,37,33,23,308,127,38,32,3,3,4,0,0,9,11,231,27,19,44,9,17,9,7,3,7,4,136,0,3,4,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,3,26,20,52,12,18,9,7,3,9,4,156,0,0,0,0,0,0,0,0,0,0,0,152,57,87,11,16,19,5,3,16,16,385,318,43,23,7,3,0,0,3,0,15,414,41,13,15,3,0,3,0,0,0,3,85,6,0,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,42,16,24,8,0,3,0,0,0,3,99,0,0,0,0,0,0,0,0,0,0,0,359,54,45,10,5,7,4,6,0,23,512,433,26,8,7,4,0,0,3,0,14,491,62,8,4,0
LGA36630,27,10,9,18,13,9,4,3,113,0,0,0,0,0,0,0,0,0,0,0,46,20,48,10,16,19,16,14,3,10,204,130,23,17,0,0,0,0,0,3,10,188,16,15,40,3,8,3,9,3,0,3,94,5,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,16,15,46,7,8,3,9,3,0,5,104,0,0,0,0,0,0,0,0,0,0,0,147,35,64,5,5,3,6,4,3,13,297,307,31,19,3,6,0,0,3,0,22,388,31,16,22,0,4,0,3,3,0,3,84,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,35,15,22,4,4,0,3,3,0,9,94,0,0,0,0,0,0,0,0,0,0,0,340,51,42,4,8,0,3,7,0,28,481,425,21,9,0,5,0,0,0,0,23,479,51,3,5,0
LGA36660,54,7,22,33,29,36,9,19,227,0,0,0,0,0,0,0,0,0,0,0,57,30,77,12,29,39,31,39,12,26,363,150,33,21,3,10,3,3,0,0,10,241,37,18,40,4,12,8,9,5,3,3,133,0,3,4,0,0,3,0,0,0,0,16,0,0,0,3,3,0,0,0,0,0,5,39,23,42,8,10,14,9,5,3,10,155,0,0,0,0,0,0,0,0,0,0,0,191,55,66,12,18,12,7,5,3,18,394,290,29,25,4,3,3,3,0,0,24,386,51,18,20,6,6,0,0,0,0,4,105,3,3,7,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,56,19,27,4,9,3,4,0,3,4,125,3,0,0,0,0,0,0,0,0,0,3,349,46,58,8,9,7,4,3,3,30,520,462,32,7,0,0,3,0,0,4,23,536,84,6,3,0
LGA36720,761,126,181,228,259,252,124,85,2279,0,0,0,0,0,0,0,0,0,6,9,1169,698,1680,332,416,424,409,430,199,195,5951,2528,1077,1318,200,193,175,138,122,64,168,5985,338,385,695,110,107,101,92,111,52,36,2022,4,22,44,13,8,9,19,19,13,9,158,3,4,3,0,3,3,0,0,0,0,12,348,405,735,119,125,120,109,130,61,43,2192,3,0,0,0,0,0,0,0,0,5,5,2877,1486,2054,323,310,289,247,255,128,215,8178,4969,1273,1416,190,157,107,91,76,51,192,8520,693,252,326,35,53,36,31,27,15,22,1497,12,10,20,4,3,9,4,0,3,3,74,4,3,0,0,0,0,0,0,0,0,9,708,260,352,40,58,44,42,31,17,30,1579,6,0,0,0,0,0,0,0,0,0,17,5686,1540,1772,231,211,151,130,105,68,224,10111,6030,643,527,70,78,63,47,37,16,183,7691,763,108,82,15
LGA36820,25,8,10,10,11,22,5,8,115,0,0,0,0,0,0,0,0,0,0,0,44,22,59,14,19,11,16,28,15,16,235,98,29,34,0,4,3,0,0,0,12,181,25,14,28,3,3,5,3,3,3,0,84,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,3,5,22,14,28,3,3,3,3,3,3,15,97,0,0,0,0,0,0,0,0,0,0,0,122,40,63,9,9,11,3,3,7,25,275,324,32,31,0,3,3,0,5,0,12,406,35,17,10,3,0,5,0,0,0,5,81,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,34,17,16,3,0,3,0,3,0,7,89,0,0,0,0,0,0,0,0,0,3,3,356,44,43,3,3,9,3,6,3,22,495,483,29,12,3,0,0,0,4,3,16,553,56,4,0,0
LGA36910,701,118,179,250,206,247,137,55,2145,0,0,0,0,0,0,0,0,0,0,3,417,328,889,167,230,293,248,280,155,87,3091,669,188,205,34,36,37,31,20,17,38,1270,132,256,632,60,92,110,85,90,40,21,1521,0,22,86,8,10,23,25,12,8,5,210,0,0,0,0,0,0,0,0,0,0,8,133,277,724,68,103,132,106,108,47,28,1736,0,0,0,0,0,0,0,0,0,0,3,803,461,930,101,148,172,139,130,65,67,3011,1280,206,164,33,24,21,12,11,6,53,1808,260,206,263,31,39,29,18,9,16,14,874,19,19,59,11,7,7,7,9,6,7,150,3,0,3,0,0,0,0,0,0,0,11,279,228,321,42,48,40,27,17,16,26,1043,0,0,0,0,0,0,0,0,0,0,6,1556,429,487,78,81,61,40,25,22,80,2860,1485,128,85,8,13,11,9,9,0,49,1796,266,68,50,18
